text,topic
"Saints acquire veteran cornerback McKenzie New Orleans, LA (Sports Network) - The New Orleans Saints Monday acquired cornerback Mike McKenzie and a future conditional draft choice from Green Bay.",Sports
"LAVER: FEDERER SLAM THREAT Rod Laver never has thought it until now. The Australian lefty #39;s legacy as the last man to win a Grand Slam is in jeopardy. Roger Federer, whose US Open title Sunday gave him three out of the ",Sports
"Dennis Tankersley (left) and Terrence Long should play key roles &lt;b&gt;...&lt;/b&gt; KANSAS CITY -- Moving quickly to deepen a corner outfield spot, the Royals obtained Terrence Long from the San Diego Padres in a four-player trade Monday.",Sports
"MINNESOTA SPLATS Each week it #39;s about numbers. Numbers, numbers, numbers. Look at the opponent, analyze the numbers. This week is no different, but perhaps it should be.",Sports
Tino Livramento was right about one Chelsea factor - and Saturday's win v Norwich City proved it - Football.London,Sports
Rogers wins unique double gold Michael Rogers made up for his disappointment in the Olympic time trial by collecting the gold medal in the world championships - twice.,Sports
"Beltre Helps Lift Dodgers Past Rockies (AP) AP - The Los Angeles Dodgers are closing in on their first playoff berth in eight years, and they're not about to leave their chances to fate.",Sports
"Stolz strikes it rich with first victory in Las Vegas AUSTRALIAS Andre Stolz last night edged past Tom Lehman, Tag Ridings and Harrison Frazar to win his first career title on the PGA Tour.",Sports
"Johnson wins Southern 500, closes in on Busch Darlington, SC (Sports Network) - Jimmie Johnson captured the 55th and final running of the Southern 500 at the Darlington Raceway.",Sports
"Tiger's Pullout Quiets 84 Lumber Classic (AP) AP - The traffic on the two-lane roads leading to the Nemacolin Woodlands Resort figures to be much lighter now, the galleries smaller. There's no more hype about No. 1 vs. No. 2, or the 84 Lumber Classic becoming the PGA's fall classic.",Sports
"Farewell, Crazy Horse EMLYN Hughes. Arguably the greatest player ever to wear a Liverpool shirt, died yesterday from a brain tumour. He had been battling the illness for the last 15 months.",Sports
Hamilton's career highlights Won 1999 Tour of Denmark Finished 10th in individual time trial in 2000 Olympics at Sydney,Sports
"Roddick and Fish lead US Davis Cup effort Charleston, SC (Sports Network) - Andy Roddick and Mardy Fish will play singles for the United States in this weekend #39;s Davis Cup semifinal matchup against Belarus.",Sports
"RB McGahee earns Bills starting job Willis McGahee will start at running back Sunday for the Buffalo Bills in hopes of igniting a sputtering offense.  quot;He #39;s made some more yards after first contact, quot; coach Mike Mularkey said in announcing that ",Sports
Sri Lanka vs Bangladesh: War of words between Lahiru Kumara and Liton Das,Sports
Crawford Is Golden Amid a Chorus of Boos  ATHENS (Reuters) - American Shawn Crawford won the Athens  Games 200 meters final Thursday in a race delayed five minutes  by chanting and booing from hostile sections of the crowd at  the Olympic stadium.,Sports
Gary Lineker posts three-word reaction after £80m Liverpool target scores solo goal,Sports
"No. 11 UConn Women Beat St. John's 60-32 (AP) AP - Mel Thomas led No. 11 Connecticut with 12 points, snapping St. John's 11 game-winning streak with a 60-32 victory on Sunday.",Sports
"Fichardt looks strong in weak field Ernie Els is a red-hot favourite to win the Dunhill Championship, which begins at Leopard Creek in South Africa early tomorrow. The Big Easy is as short as 11-10 with the fixed-odds firms to brush aside a ",Sports
"Titans defense keys win over Dolphins An approaching hurricane failed to faze the Tennessee Titans, and the Miami Dolphins #39; offense didn #39;t give them much trouble, either.",Sports
"It just isn't Minutemen's time vs. BC The cynics will point to the final score of Boston College's 29-7 victory over the University of Massachusetts yesterday before an Alumni Stadium crowd of 43,262 and conclude that the Eagles didn't win convincingly enough against their Division 1-AA opponents.",Sports
"Dickau sent to New Orleans The Dallas Mavericks, seeking depth at point guard, will acquire veteran Darrell Armstrong from New Orleans in a trade for the inexperienced Dan Dickau, the Mavs announced Friday.",Sports
"Operating under cover Brown ground. Fast grass. Except for on the tip of Cape Cod, it doesn't really look like skiing or boarding conditions around these parts.",Sports
"Browns continue to pluck Ravens Quarterback Jeff Garcia and center Jeff Faine were placed on injured reserve, and the Browns continued to pluck talent from the Baltimore Ravens in a flurry of roster moves Tuesday.",Sports
Shakib becomes T20 World Cup's highest wicket-taker,Sports
"With 3-4 record, Chiefs need to figure out 1st half slumps",Sports
"Cricket: Ton of class from Oram as NZ keep hopes alive Century-maker Jacob Oram respected, frustrated and then bludgeoned an all-conquering bowling attack before his own  quot;popgun quot; bowling sent tremors through Australia #39;s top order in the first cricket test today.",Sports
Sen. McCain Threatens Baseball Over Steroids (Reuters) Reuters - Senate Commerce Committee Chairman\John McCain on Saturday threatened to introduce legislation\requiring more stringent drug testing if Major League Baseball\does not impose tougher rules on steroid use by January.,Sports
"Unobstructed Views: Olympic-sized fools For all their troubles, the Olympic Games remain the greatest unifying force in the world. Every four years, they draw a diverse international audience, bridging cultural gaps, transcending ethnic divisions, and uniting us all in a single, harmonious ...",Sports
"UK has Plan B for power forward At 6:30 tonight, Poplar Bluff High (Mo.) forward Tyler Hansbrough will announce where he will go to college next fall. If Hansbrough picks the University of Kentucky, the Wildcats #39; coaching ",Sports
The Lane Breakdown: 10 takeaways from the Patriots’ blowout win over the Jets,Sports
"NL notables Chicago's Sammy Sosa was in a 14-for-75 slump when he connected. He needs one homer to reach 30 for a 10th straight season. Houston's Carlos Beltran homered for the fourth straight game, giving him 33, 18 since being acquired from Kansas City June 24. Astro Jeff Bagwell's homer was his first in 12 days. He needs one homer to reach ...",Sports
"Philadelphia 76ers Team Report - November 17 (Sports Network) - The 76ers saw a three-game win streak come to an end on Tuesday night, falling 103-95 to the Seattle SuperSonics at the Wachovia Center.",Sports
"Tennis: Henman, Safin claim wins at the expense of Spaniards in &lt;b&gt;...&lt;/b&gt; MADRID : Top seed Tim Henman and number three Marat Safin set the pace past Spaniards with Paradorn Srichaphan tacking on a third loss for a home hope at the 2.425-million-euro Madrid Masters.",Sports
‘Poor all day’: BBC pundit criticises Rangers 25-year-old,Sports
"LA Times: Oracle's Ellison Mulls NFL Team Purchase (Reuters) Reuters - Oracle Corp. Chief Executive\Larry Ellison, one of the world's richest people, is looking at\possibly owning a National Football League franchise, the Los\Angeles Times reported on Thursday.",Sports
ESPN-Star Sports moves Mumbai HC ESPN-Star Sports on Monday announced that it has challenged the BCCI #39;s decision to award conditional allotment of telecast rights for all cricket to be played in India to Zee Network in the Mumbai High Court.,Sports
"Pole victory adds to Busch #39;s edge If Kurt Busch wasn #39;t already the man to beat for the Nextel Cup championship, he is now. Anyone expecting Busch or his Roush Racing team to crack under the pressure of the ",Sports
"This Date in Baseball, Sept. 20 (AP) AP - 1902  #151; Chicago's Jim Callaghan tossed the White Sox's first no-hitter, beating Detroit 2-0.",Sports
What channel is the Rangers game on? TV details for match against Aberdeen,Sports
"Davenport rolls; Dementieva ousted in Filderstadt Filderstadt, Germany (Sports Network) - Former world No. 1 Lindsay Davenport easily won her second-round match on Wednesday, but last week #39;s Hasselt champion Elena Dementieva was among the first-round losers at the \$650,000 Porsche Tennis Grand Prix.",Sports
Giants Autofocus for Eagles and Owens This is the week of the season when every Giants defensive back needs to have shoulders as sturdy as snowplow blades. But safety Gibril Wilson reported Wednesday that he still had only one good shoulder.,Sports
"Montreal Expos Fans Set to Bid Adieu to Team Fans of the Montreal Expos prepared to bid adieu on Wednesday, as Canada #39;s first big league baseball team appeared set to move to Washington.",Sports
"Roddick May Be Key to U.S. Davis Cup Win (AP) AP - Three months ago, Andy Roddick swept Rafael Nadal 6-0, 6-3, 6-4 in the second round of the U.S. Open. Don't expect it to be that easy when Roddick plays the 18-year-old Spaniard in the Davis Cup final Friday. This time, the match is on clay. And Nadal will be cheered by an expected record crowd of 26,600 at Olympic Stadium.",Sports
"Reds Pick Up Casey's Contract Option (AP) AP - The Reds picked up Sean Casey's contract option for 2006 on Friday, an indication they have no intention of trading the popular first baseman who is among the team's highest-paid players.",Sports
"Barrichello claims fastest ever pole Rubens Barrichello has set the fastest pole position time in the history of Formula One, claiming top spot for Ferrari in qualifying for the Italian Grand Prix.",Sports
